Request_id,Request_type,Request_description,Request_date,Request_librarian,Request_status
808,room,Need the main study room for a silent reading period.,2024-02-25,318080587,closed
809,books,Request to add 'The Handmaid's Tale' by Margaret Atwood to the dystopian fiction section.,2024-03-29,243247319,in progress
810,maintenance,Looking to fix the loose cabinet door in the staff kitchen.,2024-04-21,256256355,waiting
811,room,Seeking to reserve the fitness room for a wellness program.,2024-05-07,253940100,done
812,other,Request to create an online archive of local history.,2024-01-02,304975725,closed
813,other,Looking to organize a wellness program for patrons.,2024-01-30,282034214,in progress
814,room,Seeking to reserve the board room for a board of directors meeting.,2024-04-20,270268295,in progress
815,books,Looking to replace 'The Odyssey' by Homer in the classical literature section.,2024-09-05,282181411,waiting
816,other,Seeking to implement a new software system for book checkouts.,2024-02-12,363982018,waiting
817,room,Need a workshop space for a creative writing seminar.,2024-05-29,349278614,in progress
818,room,Seeking to reserve the fitness room for a wellness program.,2024-07-08,231245507,done
819,room,Requesting the use of the digital media room for a photography editing workshop.,2024-09-22,236476230,closed
820,maintenance,Request to clean the dust from the top shelves in the stacks.,2024-05-09,206694648,closed
821,maintenance,Looking to fix the water-damaged wall in the reading room.,2024-02-03,235274826,waiting
822,books,Need a new edition of 'Physics for Scientists and Engineers' by Serway and Jewett.,2024-09-16,395044902,waiting
823,books,Need to purchase 'Introduction to Environmental Science' for the environmental studies section.,2024-07-24,206653354,closed
824,books,Looking for 'Sapiens: A Brief History of Humankind' by Yuval Noah Harari.,2024-06-27,365874072,in progress
825,other,Seeking to launch a digital literacy campaign for seniors.,2024-08-17,261189112,done
826,other,Looking to create a video series on library services.,2024-07-09,275071561,closed
827,maintenance,Need to repair the damaged electrical outlet in the seminar room.,2024-04-14,279342661,waiting
828,maintenance,Request to clean the bird droppings from the windows.,2024-11-02,377031109,waiting
829,room,Request to use the library garden for a community garden workshop.,2024-06-10,354443129,closed
830,maintenance,Need to address the pest control issue in the archive room.,2024-03-07,343291431,done
831,books,Looking to acquire 'Machine Learning with Python' for the computer science section.,2024-04-25,242484194,done
832,room,Seeking to book the multimedia room for a film screening event.,2024-01-13,219845013,in progress
833,maintenance,Looking to fix the loose tiles in the entrance hallway.,2024-03-31,258688852,in progress
834,other,Looking to organize a library open house event.,2024-07-05,215129123,done
835,books,Request to add 'The Handmaid's Tale' by Margaret Atwood to the dystopian fiction section.,2024-01-12,230006371,closed
836,maintenance,Seeking to replace the broken magnifying glass in the reading room.,2024-04-11,312620313,done
837,other,Looking to create a special section for local history and genealogy research.,2024-08-20,297170813,done
838,room,Request to use the art studio for a painting class.,2024-07-09,371954678,done
839,room,Requesting the use of the demonstration kitchen for a cooking class.,2024-03-20,356568279,in progress
840,books,Seeking 'Fahrenheit 451' by Ray Bradbury for the science fiction section.,2024-03-17,363982018,done
841,other,Request to collaborate with local artists for a mural project.,2024-02-06,265590430,in progress
842,maintenance,Need to fix the leaking roof in the library cafe.,2024-09-06,332284330,waiting
843,maintenance,Looking to fix the jammed lock on the main entrance door.,2024-10-11,324260777,done
844,room,Requesting the use of the music room for a band practice on Saturday.,2024-02-06,202809745,in progress
845,books,Need to purchase 'The Kite Runner' by Khaled Hosseini for the modern fiction section.,2024-02-15,318471364,in progress
846,books,Requesting 'The Joy of Cooking' for the culinary arts section.,2024-02-12,311782056,done
847,books,Request for 'Creative Writing: A Workbook with Readings' for the creative writing class.,2024-05-01,383226560,in progress
848,books,Need a new edition of 'Campbell Biology' for the biology department.,2024-11-07,372500454,done
849,room,Requesting the use of the audio-visual room for a documentary screening.,2024-10-26,336757406,done
850,maintenance,Seeking to replace the worn-out cushions in the reading room.,2024-08-03,345879134,in progress
851,other,Need to plan a library-hosted art workshop series.,2024-08-11,305539405,done
852,books,Request to add 'Educated' by Tara Westover to the memoir section.,2024-02-25,275973766,done
853,books,Seeking to obtain 'The Art of War' by Sun Tzu for the strategy section.,2024-09-09,221873193,closed
854,other,Request to start a library-hosted trivia night.,2024-10-18,318080587,closed
855,maintenance,Seeking to replace the broken stapler in the copy room.,2024-07-26,250985413,waiting
856,books,Seeking 'The Alchemist' by Paulo Coelho for the inspirational fiction section.,2024-04-09,283555837,done
857,other,Request to set up a social media account for library updates.,2024-05-08,203821541,in progress
858,books,Requesting 'The Wright Brothers' by David McCullough for the biography section.,2024-09-07,270164833,in progress
859,maintenance,Need to repair the broken window in the reading room.,2024-05-23,209347681,in progress
860,other,Seeking to organize a poetry slam event in the library.,2024-04-04,357314350,in progress
861,maintenance,Seeking to replace the broken coat rack in the entryway.,2024-01-06,270296197,done
862,room,Need a study room for a group project discussion from 2 PM to 4 PM.,2024-08-02,374362754,done
863,room,Looking to reserve the training room for a professional development workshop.,2024-10-21,275273902,done
864,books,Need additional copies of '1984' by George Orwell for the literature class.,2024-02-05,200660389,done
865,room,Request to book the lounge area for a casual meet-and-greet event.,2024-10-22,205505134,done
866,maintenance,Looking to fix the drafty windows in the conference hall.,2024-03-13,229775739,waiting
867,room,Requesting the use of the demonstration kitchen for a cooking class.,2024-10-16,261486492,done
868,maintenance,Requesting maintenance for the broken ceiling tiles in the archive room.,2024-09-26,297170813,done
869,room,Seeking to reserve the fitness room for a wellness program.,2024-04-17,293532545,closed
870,other,Requesting support for a library-hosted community theater program.,2024-01-17,361196652,done
871,books,Looking to replace the damaged copy of 'The Scarlet Letter' by Nathaniel Hawthorne.,2024-06-08,315448548,in progress
872,books,Seeking to obtain 'The Art of War' by Sun Tzu for the strategy section.,2024-02-15,256129297,in progress
873,books,"Request to add 'Thinking, Fast and Slow' by Daniel Kahneman to the cognitive sciences collection.",2024-05-28,203922083,done
874,other,Requesting help to develop a multilingual library catalog.,2024-04-28,352080659,waiting
875,room,Requesting the use of the large conference hall for a corporate event.,2024-01-10,244414132,done
876,room,Need the community meeting room for a local business networking event.,2024-08-31,206257180,done
877,books,Looking to acquire 'The Structure of Scientific Revolutions' by Thomas Kuhn.,2024-01-13,263996035,closed
878,maintenance,Requesting maintenance for the faulty heating system in the reading room.,2024-06-07,282648716,in progress
879,books,Request to add 'Blink' by Malcolm Gladwell to the psychology section.,2024-01-16,329193346,waiting
880,other,Need assistance with setting up a library-hosted open mic night.,2024-10-05,397996240,in progress
881,books,Looking for 'The Pragmatic Programmer' for the software engineering section.,2024-10-08,213140700,done
882,room,Looking to reserve the quiet study area for individual study sessions.,2024-05-16,334260312,in progress
883,room,Need the small conference room for a parent-teacher meeting.,2024-08-18,275273902,done
884,other,Seeking to launch a library-hosted science fair.,2024-03-03,332284330,in progress
885,other,Need to design promotional materials for upcoming events.,2024-06-03,381371756,done
886,books,Need additional copies of 'The Catcher in the Rye' by J.D. Salinger.,2024-11-02,315448548,in progress
887,books,Requesting 'The Bell Jar' by Sylvia Plath for the modern classics section.,2024-03-25,273665802,done
888,maintenance,Need to repair the damaged book return dropbox.,2024-07-06,206257180,closed
889,other,Seeking to launch a digital literacy campaign for seniors.,2024-06-25,388284168,waiting
890,other,Request to collaborate with local artists for a mural project.,2024-08-02,282181411,closed
891,maintenance,Need to repair the damaged book cart.,2024-04-08,344036579,in progress
892,room,Requesting the use of the large conference hall for a corporate event.,2024-04-13,397795675,waiting
893,room,Seeking to book the large meeting room for a city council meeting.,2024-10-13,385533765,waiting
894,other,Requesting support for a library podcast series.,2024-08-16,335700035,done
895,books,Requesting 'Principles of Economics' for the economics department.,2024-08-12,256129297,waiting
896,maintenance,Looking to fix the loose cabinet door in the staff kitchen.,2024-10-26,282902311,waiting
897,room,Requesting the use of the technology hub for a robotics club meeting.,2024-08-11,282034214,done
898,other,Requesting support for a library music program.,2024-07-01,387729908,in progress
899,maintenance,Request to clean the spilled ink stain on the carpet.,2024-10-13,294120373,closed
900,books,Request to replace the damaged copy of 'Moby-Dick' by Herman Melville.,2024-06-16,356568279,in progress
